,Game ID,Team,Away or Home,Score,Rank,Date,Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Rank Diff,Score Diff,3 Pointers Made,3 Pointers Attempted,Free Throws Made,Free Throws Attempted,Field Goals Made,Field Goals Attempted,FG%,FT%,TP%,Off Score,Winner
254,6291265,Siena,1,65.0,11,03/12/2024,27,7,20,12,7,0,13,16,5.0,-2.0,4.0,16.0,11.0,11.0,25.0,54.0,0.4629629629629629,1.0,0.25,67.0,0
255,6291265,Niagara,1,67.0,6,03/12/2024,26,7,19,18,7,2,13,12,-5.0,2.0,7.0,23.0,8.0,13.0,26.0,50.0,0.52,0.6153846153846154,0.3043478260869565,65.0,1
256,6290488,Idaho St.,1,58.0,8,03/12/2024,29,10,19,7,5,2,10,14,5.0,-14.0,5.0,14.0,9.0,12.0,22.0,55.0,0.4,0.75,0.3571428571428571,72.0,0
257,6290488,Montana,1,72.0,3,03/12/2024,26,3,23,14,3,3,10,13,-5.0,14.0,8.0,20.0,12.0,15.0,26.0,47.0,0.5531914893617021,0.8,0.4,58.0,1
258,6291291,Saint Joseph's,1,64.0,9,03/13/2024,28,7,21,14,6,4,12,12,1.0,7.0,10.0,27.0,8.0,10.0,23.0,51.0,0.4509803921568627,0.8,0.3703703703703703,57.0,1
259,6291291,George Mason,1,57.0,8,03/13/2024,31,10,21,8,5,6,9,13,-1.0,-7.0,1.0,13.0,10.0,11.0,23.0,56.0,0.4107142857142857,0.9090909090909092,0.0769230769230769,64.0,0
260,6291091,Florida St.,1,86.0,9,03/13/2024,34,9,25,12,10,3,10,15,1.0,10.0,3.0,13.0,25.0,30.0,29.0,54.0,0.5370370370370371,0.8333333333333334,0.2307692307692307,76.0,1
261,6291091,Virginia Tech,1,76.0,8,03/13/2024,25,5,20,14,4,1,13,20,-1.0,-10.0,6.0,24.0,18.0,24.0,26.0,53.0,0.490566037735849,0.75,0.25,86.0,0
262,6291170,UCF,1,73.0,12,03/13/2024,38,14,24,8,8,3,7,18,7.0,-14.0,9.0,22.0,12.0,18.0,26.0,67.0,0.3880597014925373,0.6666666666666666,0.4090909090909091,87.0,0
263,6291170,BYU,1,87.0,5,03/13/2024,38,7,31,18,2,4,10,19,-7.0,14.0,14.0,30.0,23.0,29.0,25.0,53.0,0.4716981132075472,0.7931034482758621,0.4666666666666667,73.0,1
264,6291615,Rice,1,81.0,13,03/13/2024,30,10,20,22,5,8,9,13,1.0,-7.0,9.0,18.0,14.0,19.0,29.0,55.0,0.5272727272727272,0.7368421052631579,0.5,88.0,0
265,6291615,Wichita St.,1,88.0,12,03/13/2024,36,18,18,22,6,2,6,13,-1.0,7.0,11.0,21.0,7.0,10.0,35.0,70.0,0.5,0.7,0.5238095238095238,81.0,1
266,6291292,Fordham,1,62.0,12,03/13/2024,28,8,20,4,7,2,13,24,7.0,-7.0,9.0,25.0,13.0,18.0,20.0,49.0,0.4081632653061224,0.7222222222222222,0.36,69.0,0
267,6291292,VCU,1,69.0,5,03/13/2024,33,12,21,10,8,3,14,19,-7.0,7.0,8.0,21.0,27.0,39.0,17.0,42.0,0.4047619047619047,0.6923076923076923,0.3809523809523809,62.0,1
268,6291355,Fresno St.,1,77.0,9,03/13/2024,34,6,28,13,8,1,18,20,1.0,4.0,5.0,15.0,22.0,23.0,25.0,47.0,0.5319148936170213,0.9565217391304348,0.3333333333333333,73.0,1
269,6291355,Wyoming,1,73.0,8,03/13/2024,29,12,17,14,11,6,12,19,-1.0,-4.0,12.0,26.0,15.0,26.0,23.0,56.0,0.4107142857142857,0.5769230769230769,0.4615384615384615,77.0,0
270,6291092,Notre Dame,1,59.0,12,03/13/2024,35,12,23,7,6,2,10,16,7.0,-13.0,6.0,23.0,25.0,28.0,14.0,49.0,0.2857142857142857,0.8928571428571429,0.2608695652173913,72.0,0
271,6291092,Wake Forest,1,72.0,5,03/13/2024,37,13,24,10,6,7,7,19,-7.0,13.0,5.0,16.0,13.0,20.0,27.0,59.0,0.4576271186440678,0.65,0.3125,59.0,1
272,6291171,Oklahoma,1,70.0,9,03/13/2024,30,7,23,11,8,2,18,20,1.0,-7.0,8.0,21.0,16.0,26.0,23.0,48.0,0.4791666666666667,0.6153846153846154,0.3809523809523809,77.0,0
273,6291171,TCU,1,77.0,8,03/13/2024,30,8,22,14,11,5,16,19,-1.0,7.0,7.0,18.0,20.0,26.0,25.0,53.0,0.4716981132075472,0.7692307692307693,0.3888888888888889,70.0,1
274,6291445,Alabama A&M,1,75.0,7,03/13/2024,41,12,29,15,5,3,13,22,5.0,12.0,7.0,22.0,22.0,26.0,23.0,56.0,0.4107142857142857,0.8461538461538461,0.3181818181818182,63.0,1
275,6291445,Alcorn St.,1,63.0,2,03/13/2024,34,10,24,11,8,1,14,21,-5.0,-12.0,5.0,17.0,18.0,25.0,20.0,54.0,0.3703703703703703,0.72,0.2941176470588235,75.0,0
276,6291565,USC,1,80.0,9,03/13/2024,33,8,25,19,10,4,12,14,1.0,6.0,9.0,22.0,15.0,21.0,28.0,56.0,0.5,0.7142857142857143,0.4090909090909091,74.0,1
277,6291565,Washington,1,74.0,8,03/13/2024,30,7,23,14,8,0,15,16,-1.0,-6.0,11.0,24.0,11.0,15.0,26.0,57.0,0.4561403508771929,0.7333333333333333,0.4583333333333333,80.0,0
278,6291616,UTSA,1,61.0,14,03/13/2024,45,13,32,8,6,9,8,16,3.0,-3.0,6.0,25.0,17.0,24.0,19.0,60.0,0.3166666666666666,0.7083333333333334,0.24,64.0,0
279,6291616,Temple,1,64.0,11,03/13/2024,40,10,30,13,3,6,9,17,-3.0,3.0,6.0,18.0,14.0,17.0,22.0,61.0,0.360655737704918,0.8235294117647058,0.3333333333333333,61.0,1
280,6291334,Xavier,1,76.0,9,03/13/2024,37,9,28,19,10,1,14,16,1.0,4.0,7.0,22.0,7.0,9.0,31.0,67.0,0.4626865671641791,0.7777777777777778,0.3181818181818182,72.0,1
281,6291334,Butler,1,72.0,8,03/13/2024,34,7,27,16,5,6,18,15,-1.0,-4.0,8.0,26.0,8.0,10.0,28.0,62.0,0.4516129032258064,0.8,0.3076923076923077,76.0,0
282,6291356,San Jose St.,1,62.0,10,03/13/2024,29,8,21,13,4,0,9,18,3.0,-10.0,5.0,21.0,7.0,8.0,25.0,57.0,0.4385964912280701,0.875,0.238095238095238,72.0,0
283,6291356,Colorado St.,1,72.0,7,03/13/2024,32,7,25,22,2,4,8,14,-3.0,10.0,6.0,19.0,10.0,15.0,28.0,53.0,0.5283018867924528,0.6666666666666666,0.3157894736842105,62.0,1
284,6290550,Nicholls,1,76.0,3,03/13/2024,25,11,14,13,3,1,11,24,2.0,-16.0,10.0,27.0,16.0,19.0,25.0,51.0,0.4901960784313725,0.8421052631578947,0.3703703703703703,92.0,0
285,6290550,McNeese,1,92.0,1,03/13/2024,22,7,15,17,8,5,6,18,-2.0,16.0,11.0,20.0,27.0,35.0,27.0,44.0,0.6136363636363636,0.7714285714285715,0.55,76.0,1
286,6291294,La Salle,1,73.0,10,03/13/2024,30,9,21,14,3,3,9,19,3.0,-2.0,7.0,16.0,14.0,17.0,26.0,53.0,0.490566037735849,0.8235294117647058,0.4375,75.0,0
287,6291294,St. Bonaventure,1,75.0,7,03/13/2024,34,15,19,12,6,5,6,14,-3.0,2.0,6.0,15.0,19.0,24.0,25.0,58.0,0.4310344827586206,0.7916666666666666,0.4,73.0,1
288,6291566,Oregon St.,1,57.0,12,03/13/2024,29,10,19,11,6,3,12,15,7.0,-10.0,6.0,19.0,1.0,4.0,25.0,53.0,0.4716981132075472,0.25,0.3157894736842105,67.0,0
289,6291566,UCLA,1,67.0,5,03/13/2024,30,9,21,13,6,2,11,15,-7.0,10.0,9.0,15.0,10.0,16.0,24.0,46.0,0.5217391304347826,0.625,0.6,57.0,1
290,6291011,Coppin St.,1,51.0,8,03/13/2024,25,9,16,6,9,3,19,20,7.0,-24.0,3.0,11.0,12.0,19.0,18.0,47.0,0.3829787234042553,0.631578947368421,0.2727272727272727,75.0,0
291,6291011,Norfolk St.,1,75.0,1,03/13/2024,36,14,22,12,12,7,15,14,-7.0,24.0,6.0,18.0,21.0,27.0,24.0,51.0,0.4705882352941176,0.7777777777777778,0.3333333333333333,51.0,1
292,6291253,FIU,1,59.0,9,03/13/2024,26,7,19,6,5,6,11,16,8.0,-19.0,7.0,19.0,18.0,27.0,17.0,50.0,0.34,0.6666666666666666,0.3684210526315789,78.0,0
293,6291253,Sam Houston St.,1,78.0,1,03/13/2024,47,17,30,18,7,2,13,21,-8.0,19.0,7.0,22.0,11.0,14.0,30.0,65.0,0.4615384615384615,0.7857142857142857,0.3181818181818182,59.0,1
294,6291259,Canisius,1,52.0,9,03/13/2024,34,14,20,8,6,8,14,12,8.0,-24.0,6.0,26.0,2.0,6.0,22.0,62.0,0.3548387096774194,0.3333333333333333,0.2307692307692307,76.0,0
295,6291259,Quinnipiac,1,76.0,1,03/13/2024,39,13,26,18,6,2,9,8,-8.0,24.0,6.0,14.0,8.0,10.0,31.0,63.0,0.492063492063492,0.8,0.4285714285714285,52.0,1
296,6291335,Georgetown,1,56.0,10,03/13/2024,35,12,23,12,3,5,11,18,3.0,-18.0,8.0,24.0,4.0,19.0,22.0,54.0,0.4074074074074074,0.2105263157894736,0.3333333333333333,74.0,0
297,6291335,Providence,1,74.0,7,03/13/2024,37,10,27,16,6,2,8,17,-3.0,18.0,12.0,32.0,14.0,18.0,24.0,56.0,0.4285714285714285,0.7777777777777778,0.375,56.0,1
298,6291580,Rutgers,1,51.0,13,03/13/2024,33,10,23,11,9,6,11,16,1.0,-14.0,5.0,21.0,8.0,14.0,19.0,61.0,0.3114754098360656,0.5714285714285714,0.238095238095238,65.0,0
299,6291580,Maryland,1,65.0,12,03/13/2024,45,9,36,17,8,4,18,19,-1.0,14.0,7.0,20.0,14.0,19.0,22.0,51.0,0.4313725490196078,0.7368421052631579,0.35,51.0,1
300,6291093,NC State,1,83.0,10,03/13/2024,40,17,23,16,11,2,10,9,3.0,18.0,7.0,20.0,20.0,24.0,28.0,66.0,0.4242424242424242,0.8333333333333334,0.35,65.0,1
301,6291093,Syracuse,1,65.0,7,03/13/2024,31,8,23,15,6,3,19,15,-3.0,-18.0,6.0,19.0,5.0,6.0,27.0,58.0,0.4655172413793103,0.8333333333333334,0.3157894736842105,83.0,0
302,6291172,Kansas St.,1,78.0,10,03/13/2024,39,8,31,12,1,3,10,19,3.0,4.0,5.0,13.0,23.0,31.0,25.0,53.0,0.4716981132075472,0.7419354838709677,0.3846153846153846,74.0,1
303,6291172,Texas,1,74.0,7,03/13/2024,32,6,26,11,6,6,7,23,-3.0,-4.0,6.0,23.0,18.0,24.0,25.0,59.0,0.423728813559322,0.75,0.2608695652173913,78.0,0
304,6291357,Air Force,1,56.0,11,03/13/2024,25,4,21,13,6,6,14,15,5.0,-26.0,7.0,28.0,9.0,13.0,20.0,50.0,0.4,0.6923076923076923,0.25,82.0,0
305,6291357,New Mexico,1,82.0,6,03/13/2024,45,16,29,21,9,4,9,16,-5.0,26.0,6.0,21.0,12.0,13.0,32.0,68.0,0.4705882352941176,0.9230769230769232,0.2857142857142857,56.0,1
306,6291486,Vanderbilt,1,85.0,13,03/13/2024,35,8,27,11,9,2,13,19,1.0,-5.0,6.0,15.0,13.0,21.0,33.0,63.0,0.5238095238095238,0.6190476190476191,0.4,90.0,0
307,6291486,Arkansas,1,90.0,12,03/13/2024,35,9,26,14,8,7,10,17,-1.0,5.0,9.0,25.0,23.0,26.0,29.0,65.0,0.4461538461538462,0.8846153846153846,0.36,85.0,1
308,6291731,Lehigh,1,55.0,6,03/13/2024,27,9,18,12,6,0,7,13,5.0,-19.0,5.0,28.0,4.0,9.0,23.0,63.0,0.365079365079365,0.4444444444444444,0.1785714285714285,74.0,0
309,6291731,Colgate,1,74.0,1,03/13/2024,43,9,34,14,3,4,12,11,-5.0,19.0,4.0,19.0,10.0,16.0,30.0,54.0,0.5555555555555556,0.625,0.2105263157894736,55.0,1
310,6291293,Saint Louis,1,73.0,14,03/13/2024,33,6,27,10,3,3,13,18,8.0,-10.0,8.0,20.0,23.0,30.0,21.0,45.0,0.4666666666666667,0.7666666666666667,0.4,83.0,0
311,6291293,Duquesne,1,83.0,6,03/13/2024,30,7,23,22,9,3,5,22,-8.0,10.0,10.0,22.0,11.0,20.0,31.0,61.0,0.5081967213114754,0.55,0.4545454545454545,73.0,1
312,6291013,UMES,1,81.0,7,03/13/2024,34,12,22,10,8,3,13,25,5.0,-6.0,6.0,19.0,17.0,26.0,29.0,57.0,0.5087719298245614,0.6538461538461539,0.3157894736842105,87.0,0
313,6291013,NC Central,1,87.0,2,03/13/2024,35,13,22,12,6,2,13,24,-5.0,6.0,9.0,20.0,28.0,36.0,25.0,56.0,0.4464285714285714,0.7777777777777778,0.45,81.0,1
314,6291254,Middle Tenn.,1,70.0,7,03/13/2024,33,5,28,9,6,5,11,14,5.0,3.0,9.0,21.0,19.0,22.0,21.0,53.0,0.3962264150943396,0.8636363636363636,0.4285714285714285,67.0,1
315,6291254,Louisiana Tech,1,67.0,2,03/13/2024,41,14,27,14,5,4,9,12,-5.0,-3.0,5.0,14.0,12.0,18.0,25.0,63.0,0.3968253968253968,0.6666666666666666,0.3571428571428571,70.0,0
316,6291260,Iona,1,63.0,7,03/13/2024,32,5,27,14,6,2,12,15,5.0,-5.0,8.0,25.0,5.0,8.0,25.0,57.0,0.4385964912280701,0.625,0.32,68.0,0
317,6291260,Fairfield,1,68.0,2,03/13/2024,38,9,29,8,11,3,10,10,-5.0,5.0,4.0,22.0,14.0,17.0,25.0,58.0,0.4310344827586206,0.8235294117647058,0.1818181818181818,63.0,1
318,6291336,DePaul,1,57.0,11,03/13/2024,37,9,28,14,7,3,7,9,5.0,-1.0,9.0,28.0,4.0,5.0,22.0,60.0,0.3666666666666666,0.8,0.3214285714285714,58.0,0
319,6291336,Villanova,1,58.0,6,03/13/2024,33,3,30,17,3,6,10,11,-5.0,1.0,11.0,35.0,3.0,6.0,22.0,52.0,0.4230769230769231,0.5,0.3142857142857143,57.0,1
320,6291342,CSU Bakersfield,1,78.0,8,03/13/2024,30,9,21,13,4,4,14,24,3.0,-5.0,5.0,12.0,9.0,11.0,32.0,58.0,0.5517241379310345,0.8181818181818182,0.4166666666666667,83.0,0
321,6291342,UC Riverside,1,83.0,5,03/13/2024,26,8,18,16,11,1,10,12,-3.0,5.0,11.0,23.0,24.0,34.0,24.0,50.0,0.48,0.7058823529411765,0.4782608695652174,78.0,1
322,6291452,Cal Baptist,1,74.0,8,03/13/2024,35,9,26,19,9,2,12,20,3.0,11.0,8.0,19.0,16.0,23.0,25.0,57.0,0.4385964912280701,0.6956521739130435,0.4210526315789473,63.0,1
323,6291452,Utah Valley,1,63.0,5,03/13/2024,36,12,24,9,5,2,13,18,-3.0,-11.0,2.0,12.0,17.0,21.0,22.0,56.0,0.3928571428571428,0.8095238095238095,0.1666666666666666,74.0,0
324,6291567,Stanford,1,87.0,10,03/13/2024,53,19,34,13,10,6,11,16,3.0,11.0,5.0,24.0,24.0,36.0,29.0,68.0,0.4264705882352941,0.6666666666666666,0.2083333333333333,76.0,1
325,6291567,California,1,76.0,7,03/13/2024,39,12,27,21,6,1,13,24,-3.0,-11.0,14.0,35.0,6.0,9.0,28.0,71.0,0.3943661971830985,0.6666666666666666,0.4,87.0,0
326,6291581,Michigan,1,57.0,14,03/13/2024,42,16,26,15,4,3,15,22,3.0,-9.0,4.0,18.0,13.0,18.0,20.0,58.0,0.3448275862068966,0.7222222222222222,0.2222222222222222,66.0,0
327,6291581,Penn St.,1,66.0,11,03/13/2024,32,6,26,10,7,5,10,19,-3.0,9.0,7.0,17.0,23.0,29.0,18.0,47.0,0.3829787234042553,0.7931034482758621,0.4117647058823529,57.0,1
328,6291094,Boston College,1,76.0,11,03/13/2024,43,13,30,12,5,3,9,16,5.0,21.0,10.0,29.0,16.0,16.0,25.0,58.0,0.4310344827586206,1.0,0.3448275862068966,55.0,1
329,6291094,Clemson,1,55.0,6,03/13/2024,27,8,19,10,4,3,8,15,-5.0,-21.0,4.0,20.0,13.0,17.0,19.0,54.0,0.3518518518518518,0.7647058823529411,0.2,76.0,0
330,6291173,Cincinnati,1,72.0,11,03/13/2024,49,16,33,10,6,4,10,10,5.0,20.0,9.0,26.0,7.0,9.0,28.0,73.0,0.3835616438356164,0.7777777777777778,0.3461538461538461,52.0,1
331,6291173,Kansas,1,52.0,6,03/13/2024,38,8,30,13,4,7,12,10,-5.0,-20.0,3.0,20.0,7.0,10.0,21.0,62.0,0.3387096774193548,0.7,0.15,72.0,0
332,6291443,Alabama St.,1,50.0,8,03/13/2024,36,8,28,10,5,7,7,16,7.0,-6.0,8.0,27.0,8.0,11.0,17.0,56.0,0.3035714285714285,0.7272727272727273,0.2962962962962963,56.0,0
333,6291443,Grambling,1,56.0,1,03/13/2024,38,7,31,9,2,7,10,11,-7.0,6.0,9.0,19.0,11.0,16.0,18.0,49.0,0.3673469387755102,0.6875,0.4736842105263157,50.0,1
334,6291487,Missouri,1,59.0,14,03/13/2024,42,14,28,14,7,5,12,11,3.0,-5.0,4.0,21.0,9.0,10.0,23.0,60.0,0.3833333333333333,0.9,0.1904761904761904,64.0,0
335,6291487,Georgia,1,64.0,11,03/13/2024,32,9,23,17,9,3,9,10,-3.0,5.0,12.0,29.0,8.0,14.0,22.0,55.0,0.4,0.5714285714285714,0.4137931034482758,59.0,1
336,6290486,Montana St.,1,85.0,5,03/13/2024,32,9,23,8,8,0,3,17,2.0,15.0,6.0,23.0,15.0,22.0,32.0,64.0,0.5,0.6818181818181818,0.2608695652173913,70.0,1
337,6290486,Montana,1,70.0,3,03/13/2024,34,9,25,8,2,3,15,15,-2.0,-15.0,6.0,18.0,16.0,22.0,24.0,53.0,0.4528301886792453,0.7272727272727273,0.3333333333333333,85.0,0
338,6291343,CS Northridge,1,87.0,7,03/13/2024,43,11,32,19,6,2,11,27,1.0,3.0,8.0,19.0,21.0,34.0,29.0,62.0,0.4677419354838709,0.6176470588235294,0.4210526315789473,84.0,1
339,6291343,UCSB,1,84.0,6,03/13/2024,41,11,30,14,9,4,12,27,-1.0,-3.0,8.0,27.0,28.0,37.0,24.0,62.0,0.3870967741935484,0.7567567567567568,0.2962962962962963,87.0,0
340,6291453,Abilene Christian,1,57.0,7,03/13/2024,37,7,30,9,3,4,22,23,1.0,-3.0,3.0,9.0,18.0,23.0,18.0,43.0,0.4186046511627907,0.782608695652174,0.3333333333333333,60.0,0
341,6291453,Stephen F. Austin,1,60.0,6,03/13/2024,25,4,21,11,10,3,13,24,-1.0,3.0,8.0,18.0,12.0,25.0,20.0,50.0,0.4,0.48,0.4444444444444444,57.0,1
342,6291568,Arizona St.,1,57.0,11,03/13/2024,36,14,22,6,10,0,11,17,5.0,-33.0,3.0,19.0,10.0,17.0,22.0,70.0,0.3142857142857143,0.5882352941176471,0.1578947368421052,90.0,0
343,6291568,Utah,1,90.0,6,03/13/2024,42,5,37,15,10,1,18,15,-5.0,33.0,12.0,26.0,14.0,21.0,32.0,54.0,0.5925925925925926,0.6666666666666666,0.4615384615384615,57.0,1
344,6291080,Kent St.,1,67.0,8,03/14/2024,39,12,27,6,5,5,12,20,7.0,8.0,5.0,23.0,10.0,15.0,26.0,58.0,0.4482758620689655,0.6666666666666666,0.217391304347826,59.0,1
345,6291080,Toledo,1,59.0,1,03/14/2024,34,12,22,8,7,2,10,17,-7.0,-8.0,5.0,17.0,10.0,21.0,22.0,56.0,0.3928571428571428,0.4761904761904761,0.2941176470588235,67.0,0
346,6291287,Saint Joseph's,1,66.0,9,03/14/2024,40,11,29,8,4,1,12,11,8.0,5.0,6.0,22.0,14.0,18.0,23.0,55.0,0.4181818181818181,0.7777777777777778,0.2727272727272727,61.0,1
347,6291287,Richmond,1,61.0,1,03/14/2024,29,5,24,16,6,3,8,17,-8.0,-5.0,5.0,18.0,8.0,11.0,24.0,56.0,0.4285714285714285,0.7272727272727273,0.2777777777777778,66.0,0
348,6291087,Florida St.,1,67.0,9,03/14/2024,22,7,15,10,10,6,12,17,8.0,-25.0,4.0,16.0,13.0,18.0,25.0,61.0,0.4098360655737705,0.7222222222222222,0.25,92.0,0
349,6291087,North Carolina,1,92.0,1,03/14/2024,48,17,31,18,6,3,13,13,-8.0,25.0,8.0,19.0,16.0,20.0,34.0,65.0,0.5230769230769231,0.8,0.4210526315789473,67.0,1
350,6291330,Xavier,1,60.0,9,03/14/2024,28,7,21,13,6,2,8,14,8.0,-27.0,5.0,21.0,13.0,15.0,21.0,61.0,0.3442622950819672,0.8666666666666667,0.238095238095238,87.0,0
351,6291330,UConn,1,87.0,1,03/14/2024,43,9,34,29,2,4,9,10,-8.0,27.0,7.0,21.0,10.0,18.0,35.0,60.0,0.5833333333333334,0.5555555555555556,0.3333333333333333,60.0,1
352,6291611,Tulsa,1,79.0,9,03/14/2024,26,6,20,16,8,3,8,26,1.0,-5.0,11.0,28.0,22.0,32.0,23.0,53.0,0.4339622641509434,0.6875,0.3928571428571428,84.0,0
353,6291611,East Carolina,1,84.0,8,03/14/2024,41,13,28,17,5,2,10,22,-1.0,5.0,6.0,15.0,24.0,35.0,27.0,54.0,0.5,0.6857142857142857,0.4,79.0,1
354,6291082,Bowling Green,1,66.0,5,03/14/2024,51,18,33,8,4,5,9,10,1.0,10.0,7.0,20.0,15.0,19.0,22.0,60.0,0.3666666666666666,0.7894736842105263,0.35,56.0,1
355,6291082,Central Mich.,1,56.0,4,03/14/2024,28,6,22,14,5,4,7,13,-1.0,-10.0,8.0,24.0,4.0,6.0,22.0,59.0,0.3728813559322034,0.6666666666666666,0.3333333333333333,66.0,0
356,6291089,Wake Forest,1,69.0,5,03/14/2024,27,7,20,11,10,4,15,18,1.0,-12.0,6.0,21.0,17.0,23.0,23.0,50.0,0.46,0.7391304347826086,0.2857142857142857,81.0,0
357,6291089,Pitt,1,81.0,4,03/14/2024,33,10,23,11,10,3,11,17,-1.0,12.0,9.0,23.0,20.0,25.0,26.0,54.0,0.4814814814814814,0.8,0.391304347826087,69.0,1
358,6291577,Maryland,1,56.0,12,03/14/2024,25,7,18,10,7,4,11,11,7.0,-31.0,6.0,15.0,6.0,10.0,22.0,56.0,0.3928571428571428,0.6,0.4,87.0,0
359,6291577,Wisconsin,1,87.0,5,03/14/2024,42,12,30,25,5,2,13,17,-7.0,31.0,16.0,25.0,9.0,11.0,31.0,60.0,0.5166666666666667,0.8181818181818182,0.64,56.0,1
360,6291123,TCU,1,45.0,8,03/14/2024,55,30,25,5,10,2,15,14,7.0,-15.0,2.0,20.0,9.0,14.0,17.0,73.0,0.2328767123287671,0.6428571428571429,0.1,60.0,0
361,6291123,Houston,1,60.0,1,03/14/2024,39,9,30,10,9,9,13,16,-7.0,15.0,8.0,23.0,10.0,14.0,21.0,53.0,0.3962264150943396,0.7142857142857143,0.3478260869565217,45.0,1
362,6291351,Fresno St.,1,75.0,9,03/14/2024,36,9,27,13,5,1,14,27,8.0,-12.0,10.0,30.0,11.0,14.0,27.0,64.0,0.421875,0.7857142857142857,0.3333333333333333,87.0,0
363,6291351,Utah St.,1,87.0,1,03/14/2024,41,13,28,18,9,2,8,16,-8.0,12.0,7.0,25.0,26.0,36.0,27.0,62.0,0.4354838709677419,0.7222222222222222,0.28,75.0,1
364,6291446,Jackson St.,1,62.0,6,03/14/2024,36,20,16,14,8,0,11,14,3.0,-11.0,5.0,23.0,17.0,24.0,20.0,62.0,0.3225806451612903,0.7083333333333334,0.217391304347826,73.0,0
365,6291446,Texas Southern,1,73.0,3,03/14/2024,36,13,23,9,3,2,14,16,-3.0,11.0,6.0,20.0,19.0,22.0,24.0,52.0,0.4615384615384615,0.8636363636363636,0.3,62.0,1
366,6291561,USC,1,49.0,9,03/14/2024,30,9,21,9,6,7,18,19,8.0,-21.0,6.0,22.0,3.0,6.0,20.0,56.0,0.3571428571428571,0.5,0.2727272727272727,70.0,0
367,6291561,Arizona,1,70.0,1,03/14/2024,44,14,30,11,10,3,14,14,-8.0,21.0,7.0,19.0,11.0,18.0,26.0,57.0,0.4561403508771929,0.6111111111111112,0.3684210526315789,49.0,1
368,6291483,Arkansas,1,66.0,12,03/14/2024,26,4,22,12,5,5,14,16,7.0,-14.0,3.0,13.0,9.0,10.0,27.0,52.0,0.5192307692307693,0.9,0.2307692307692307,80.0,0
369,6291483,South Carolina,1,80.0,5,03/14/2024,33,12,21,18,7,0,8,15,-7.0,14.0,3.0,15.0,13.0,21.0,32.0,61.0,0.5245901639344263,0.6190476190476191,0.2,66.0,1
370,6291289,St. Bonaventure,1,75.0,7,03/14/2024,44,13,31,8,9,6,17,23,5.0,1.0,4.0,18.0,27.0,31.0,22.0,60.0,0.3666666666666666,0.8709677419354839,0.2222222222222222,74.0,1
371,6291289,Loyola Chicago,1,74.0,2,03/14/2024,49,23,26,18,8,8,12,24,-5.0,-1.0,6.0,23.0,18.0,27.0,25.0,75.0,0.3333333333333333,0.6666666666666666,0.2608695652173913,75.0,0
372,6291352,San Diego St.,1,74.0,5,03/14/2024,50,25,25,12,9,4,13,20,1.0,3.0,6.0,23.0,16.0,26.0,26.0,71.0,0.3661971830985915,0.6153846153846154,0.2608695652173913,71.0,1
373,6291352,UNLV,1,71.0,4,03/14/2024,31,9,22,9,4,7,13,23,-1.0,-3.0,7.0,19.0,22.0,29.0,21.0,52.0,0.4038461538461538,0.7586206896551724,0.3684210526315789,74.0,0
374,6291562,UCLA,1,66.0,5,03/14/2024,33,10,23,7,5,4,11,22,1.0,-2.0,5.0,21.0,17.0,24.0,22.0,50.0,0.44,0.7083333333333334,0.238095238095238,68.0,0
375,6291562,Oregon,1,68.0,4,03/14/2024,34,11,23,13,5,1,8,20,-1.0,2.0,4.0,20.0,16.0,21.0,24.0,56.0,0.4285714285714285,0.7619047619047619,0.2,66.0,1
376,6291012,Morgan St.,1,65.0,5,03/14/2024,28,4,24,15,5,9,14,19,1.0,-13.0,1.0,8.0,16.0,22.0,24.0,52.0,0.4615384615384615,0.7272727272727273,0.125,78.0,0
377,6291012,Howard,1,78.0,4,03/14/2024,38,12,26,11,7,3,12,18,-1.0,13.0,7.0,17.0,19.0,30.0,26.0,58.0,0.4482758620689655,0.6333333333333333,0.4117647058823529,65.0,1
378,6291083,Western Mich.,1,55.0,6,03/14/2024,42,13,29,8,2,7,18,16,3.0,-27.0,8.0,27.0,9.0,19.0,19.0,58.0,0.3275862068965517,0.4736842105263157,0.2962962962962963,82.0,0
379,6291083,Ohio,1,82.0,3,03/14/2024,46,16,30,18,12,4,3,15,-3.0,27.0,9.0,29.0,11.0,16.0,31.0,75.0,0.4133333333333333,0.6875,0.3103448275862069,55.0,1
380,6291251,UTEP,1,66.0,5,03/14/2024,33,8,25,9,11,0,13,15,1.0,9.0,1.0,9.0,19.0,22.0,23.0,48.0,0.4791666666666667,0.8636363636363636,0.1111111111111111,57.0,1
381,6291251,Liberty,1,57.0,4,03/14/2024,26,7,19,17,4,5,15,20,-1.0,-9.0,9.0,20.0,4.0,10.0,22.0,50.0,0.44,0.4,0.45,66.0,0
382,6291261,Niagara,1,59.0,6,03/14/2024,23,5,18,11,9,3,16,16,3.0,-6.0,5.0,16.0,10.0,15.0,22.0,48.0,0.4583333333333333,0.6666666666666666,0.3125,65.0,0
383,6291261,Marist,1,65.0,3,03/14/2024,28,4,24,13,12,2,15,14,-3.0,6.0,4.0,10.0,15.0,19.0,23.0,44.0,0.5227272727272727,0.7894736842105263,0.4,59.0,1
384,6291579,Ohio St.,1,90.0,10,03/14/2024,42,10,32,18,4,5,11,21,3.0,12.0,11.0,20.0,17.0,26.0,31.0,60.0,0.5166666666666667,0.6538461538461539,0.55,78.0,1
